Sno,Candidate,Constituency,Party,Criminal Case,Education,Total Assets,Liabilities,Criminal_Cases_Count,Has_Criminal_Cases,Assets_Numeric,Liabilities_Numeric,Education_Clean,Party_Type
6590,Sanjay Bhaskar Shirsat,AURANGABAD,IND,0,Post Graduate,"Rs 37,50,697  ~ 37 Lacs+","Rs 9,97,654  ~ 9 Lacs+",0,0,3750697.0,997654.0,Post Graduate,Independent
6591,Sanjay Bhikaji Magade,KOLHAPUR,BSP,0,Graduate,,,0,0,,,Graduate,National
6592,Sanjay Bhoi,BARGARH,INC,0,Graduate,"Rs 3,91,69,381  ~ 3 Crore+",Rs 0  ~,0,0,39169381.0,0.0,Graduate,National
6593,Sanjay Dass,SONIPAT,IND,0,12th Pass,"Rs 31,60,000  ~ 31 Lacs+",Rs 0  ~,0,0,3160000.0,0.0,12th Pass,Independent
6594,Sanjay Dina Patil,MUMBAI NORTH - EAST,ShivSena (Uddhav Balasaheb Thackeray),0,Graduate,,,0,0,,,Graduate,Regional
6595,Sanjay Gajanan Kewat,BHANDARA GONDIYA,Vanchit Bahujan Aaghadi,0,Graduate,"Rs 34,45,000  ~ 34 Lacs+","Rs 58,500  ~ 58 Thou+",0,0,3445000.0,58500.0,Graduate,Regional
6596,Sanjay Kumar,KAUSHAMBI (SC),IND,0,12th Pass,"Rs 1,05,000  ~ 1 Lacs+",Rs 0  ~,0,0,105000.0,0.0,12th Pass,Independent
6597,Sanjay Kumar,PASCHIM CHAMPARAN,Viro Ke Vir Indian Party,0,Post Graduate,,,0,0,,,Post Graduate,Regional
6598,Sanjay Kumar,MUZAFFARPUR,IND,6,5th Pass,"Rs 12,15,000  ~ 12 Lacs+",Rs 0  ~,6,1,1215000.0,0.0,5th Pass,Independent
6599,Sanjay Kumar,KHAGARIA,CPI(M),0,10th Pass,"Rs 2,21,13,710  ~ 2 Crore+",Rs 0  ~,0,0,22113710.0,0.0,10th Pass,National
6600,Sanjay Kumar,SURGUJA (ST),BSP,0,Post Graduate,,,0,0,,,Post Graduate,National
6601,Sanjay Kumar Alias Sanjay Balmiki,PATNA SAHIB,IND,0,Post Graduate,"Rs 15,32,420  ~ 15 Lacs+",Rs 0  ~,0,0,1532420.0,0.0,Post Graduate,Independent
6602,Sanjay Kumar Bharti,PILIBHIT,Rashtriya Samaj Dal (R),0,8th Pass,"Rs 16,85,000  ~ 16 Lacs+","Rs 1,22,000  ~ 1 Lacs+",0,0,1685000.0,122000.0,8th Pass,Regional
6603,Sanjay Kumar Giri,DHANBAD,Akhil Bharat Hindu Mahasabha,1,12th Pass,,,1,1,,,12th Pass,Regional
6604,Sanjay Kumar Mehta,HAZARIBAGH,IND,0,Post Graduate,"Rs 3,46,695  ~ 3 Lacs+",Rs 0  ~,0,0,346695.0,0.0,Post Graduate,Independent
6605,Sanjay Kumar Sah,SIWAN,Bhartiya Lok Nayak Party,0,Post Graduate,"Rs 1,46,75,000  ~ 1 Crore+","Rs 45,00,000  ~ 45 Lacs+",0,0,14675000.0,4500000.0,Post Graduate,Regional
6606,Sanjay Kumar Saroj,BHOPAL,Manav Samadhan Party,0,8th Pass,,,0,0,,,8th Pass,Regional
6607,Sanjay Kumar Singh,PATALIPUTRA,Bhartiya Sarthak Party,0,12th Pass,"Rs 59,30,000  ~ 59 Lacs+","Rs 2,30,000  ~ 2 Lacs+",0,0,5930000.0,230000.0,12th Pass,Regional
6608,Sanjay Kumar Sinha,CHANDAULI,Jai Hind National Party,0,12th Pass,"Rs 1,22,00,000  ~ 1 Crore+","Rs 30,00,000  ~ 30 Lacs+",0,0,12200000.0,3000000.0,12th Pass,Regional
6609,Sanjay Kumar Siwal,NORTH WEST DELHI (SC),Rashtriya Janshakti Party (Secular),0,12th Pass,,,0,0,,,12th Pass,Regional
6610,Sanjay Kumar Snehi,CHATRA,Lokhit Adhikar Party,0,10th Pass,"Rs 1,97,60,000  ~ 1 Crore+",Rs 0  ~,0,0,19760000.0,0.0,10th Pass,Regional
6611,Sanjay Kumar Tiwari,VARANASI,IND,0,Graduate Professional,"Rs 2,40,46,828  ~ 2 Crore+","Rs 1,31,54,294  ~ 1 Crore+",0,0,24046828.0,13154294.0,Graduate,Independent
6612,Sanjay Laxman Kendale,PUNE,IND,0,Graduate,,,0,0,,,Graduate,Independent
6613,Sanjay Laxman Padwal,SHIRUR,Bhartiya Navjawan Sena (Paksha),0,10th Pass,"Rs 2,25,000  ~ 2 Lacs+",Rs 0  ~,0,0,225000.0,0.0,10th Pass,Regional
6614,Sanjay Mafatlal Morakhia,MUMBAI NORTH,IND,0,10th Pass,"Rs 48,43,72,533  ~ 48 Crore+","Rs 39,24,05,345  ~ 39 Crore+",0,0,484372533.0,392405345.0,10th Pass,Independent
6615,Sanjay Manohar More,THANE,IND,0,Others,,,0,0,,,Other,Independent
6616,Sanjay Namdeo,SIDHI,CPI,0,Literate,"Rs 22,33,000  ~ 22 Lacs+",Rs 0  ~,0,0,2233000.0,0.0,Below 5th,National
6617,Sanjay Nilkanth Gawande,CHANDRAPUR,IND,1,12th Pass,"Rs 5,80,000  ~ 5 Lacs+",Rs 0  ~,1,1,580000.0,0.0,12th Pass,Independent
6618,Sanjay Paswan,UJIARPUR,IND,1,10th Pass,,,1,1,,,10th Pass,Independent
6619,Sanjay Patil,MUMBAI NORTH - EAST,IND,0,8th Pass,"Rs 10,43,603  ~ 10 Lacs+",Rs 0  ~,0,0,1043603.0,0.0,8th Pass,Independent
6620,Sanjay Popat Bhalerao,SHIRDI (SC),IND,0,10th Pass,"Rs 2,67,700  ~ 2 Lacs+",Rs 0  ~,0,0,267700.0,0.0,10th Pass,Independent
6621,Sanjay Prakash Sahu,BILASPUR,IND,1,10th Pass,,,1,1,,,10th Pass,Independent
6622,Sanjay Pralhad Kandelkar,RAVER,IND,0,8th Pass,"Rs 3,43,000  ~ 3 Lacs+","Rs 70,000  ~ 70 Thou+",0,0,343000.0,70000.0,8th Pass,Independent
6623,Sanjay Rajesh,NALANDA,Karpoori Janta Dal,1,Graduate,"Rs 86,90,000  ~ 86 Lacs+",Rs 0  ~,1,1,8690000.0,0.0,Graduate,Regional
6624,Sanjay Rameshwar Sharma,DHULE,IND,5,8th Pass,,,5,1,,,8th Pass,Independent
6625,Sanjay Rawat,NEW DELHI,IND,0,Graduate,"Rs 1,77,82,379  ~ 1 Crore+",Rs 0  ~,0,0,17782379.0,0.0,Graduate,Independent
6626,Sanjay S/O Lakshman Solanki,INDORE,BSP,0,Graduate,"Rs 52,45,000  ~ 52 Lacs+","Rs 3,58,000  ~ 3 Lacs+",0,0,5245000.0,358000.0,Graduate,National
6627,Sanjay Sadashivrao Mandlik,KOLHAPUR,Shiv Sena,0,Post Graduate,,,0,0,,,Post Graduate,Regional
6628,Sanjay Saoji Deshpande,MUMBAI NORTH - EAST,Republican Party of India,0,10th Pass,"Rs 1,58,64,000  ~ 1 Crore+",Rs 0  ~,0,0,15864000.0,0.0,10th Pass,Regional
6629,Sanjay Seth,RANCHI,BJP,2,Graduate Professional,"Rs 2,41,52,085  ~ 2 Crore+","Rs 32,44,306  ~ 32 Lacs+",2,1,24152085.0,3244306.0,Graduate,National
6630,Sanjay Sharma Sanju Bhaiya,HOSHANGABAD,INC,1,12th Pass,,,1,1,,,12th Pass,National
6631,Sanjay Singh,BARRACKPUR,IND,11,10th Pass,"Rs 43,91,438  ~ 43 Lacs+",Rs 0  ~,11,1,4391438.0,0.0,10th Pass,Independent
6632,Sanjay Singh,KANPUR,"Proutist Bloc, India",0,Post Graduate,"Rs 10,95,055  ~ 10 Lacs+",Rs 0  ~,0,0,1095055.0,0.0,Post Graduate,Regional
6633,Sanjay Singh Rana,GORAKHPUR,Bhartiya Sarvdharm Party,0,Graduate,,,0,0,,,Graduate,Regional
6634,Sanjay Tandon,CHANDIGARH,BJP,0,Graduate Professional,"Rs 1,11,86,20,819  ~ 111 Crore+","Rs 5,66,52,912  ~ 5 Crore+",0,0,1118620819.0,56652912.0,Graduate,National
6635,Sanjay Tudu,DUMKA (ST),IND,0,12th Pass,"Rs 23,88,000  ~ 23 Lacs+","Rs 5,00,000  ~ 5 Lacs+",0,0,2388000.0,500000.0,12th Pass,Independent
6636,Sanjay Uttamrao Deshmukh,YAVATMAL - WASHIM,ShivSena (Uddhav Balasaheb Thackeray),0,Graduate,,,0,0,,,Graduate,Regional
6637,Sanjay Uttamrao Jagtap,AURANGABAD,BSP,0,12th Pass,"Rs 1,96,52,000  ~ 1 Crore+",Rs 0  ~,0,0,19652000.0,0.0,12th Pass,National
6638,Sanjay Vasantrao Borkar,RAMTEK (SC),Maharashtra Vikas Aghadi,0,Graduate,"Rs 14,75,000  ~ 14 Lacs+","Rs 32,000  ~ 32 Thou+",0,0,1475000.0,32000.0,Graduate,Regional
6639,Sanjaya Kumar Bishoyi,ASKA,IND,1,Post Graduate,,,1,1,,,Post Graduate,Independent
6640,Sanjaya Kumar Yadav,EAST DELHI,Right to Recall Party,0,12th Pass,"Rs 1,04,000  ~ 1 Lacs+",Rs 0  ~,0,0,104000.0,0.0,12th Pass,Regional
6641,Sanjaybhai Maganbhai Makawana,BHAVNAGAR,IND,3,8th Pass,"Rs 16,11,167  ~ 16 Lacs+","Rs 30,000  ~ 30 Thou+",3,1,1611167.0,30000.0,8th Pass,Independent
6642,Sanjaykumar Bhagwat Waghmare,OSMANABAD,BSP,0,Graduate,,,0,0,,,Graduate,National
6643,Sanjaykumar Fattesingh Gadge,AMRAVATI (SC),BSP,0,Graduate Professional,"Rs 2,82,92,754  ~ 2 Crore+","Rs 22,06,202  ~ 22 Lacs+",0,0,28292754.0,2206202.0,Graduate,National
6644,Sanjaykumar Laxman Wankhede,RAVER,Republican Party of India (Social),0,Graduate,"Rs 78,75,785  ~ 78 Lacs+","Rs 8,00,000  ~ 8 Lacs+",0,0,7875785.0,800000.0,Graduate,Regional
6645,Sanjaykumar S,COIMBATORE,IND,0,Post Graduate,,,0,0,,,Post Graduate,Independent
6646,Sanjeev Kumar,NAGINA (SC),IND,2,Post Graduate,"Rs 1,64,500  ~ 1 Lacs+",Rs 0  ~,2,1,164500.0,0.0,Post Graduate,Independent
6647,Sanjeev Kumar,NORTH EAST DELHI,Public Political Party,0,12th Pass,"Rs 3,58,100  ~ 3 Lacs+",Rs 0  ~,0,0,358100.0,0.0,12th Pass,Regional
6648,Sanjeev Kumar (Sanju),LUDHIANA,IND,0,12th Pass,,,0,0,,,12th Pass,Independent
6649,Sanjeev Kumar Balyan,MUZAFFARNAGAR,BJP,2,Doctorate,"Rs 3,11,39,902  ~ 3 Crore+",Rs 0  ~,2,1,31139902.0,0.0,Post Graduate,National
6650,Sanjeev Kumar Mishra,PHULPUR,Yuva Vikas Party,0,Post Graduate,"Rs 86,40,500  ~ 86 Lacs+","Rs 5,42,000  ~ 5 Lacs+",0,0,8640500.0,542000.0,Post Graduate,Regional
6651,Sanjeev Kumar Pandey,NORTH EAST DELHI,Bharatiya Liberal Party,0,Graduate,,,0,0,,,Graduate,Regional
6652,Sanjeev Manhas,GURDASPUR,IND,0,Post Graduate,"Rs 6,82,05,434  ~ 6 Crore+","Rs 3,03,699  ~ 3 Lacs+",0,0,68205434.0,303699.0,Post Graduate,Independent
6653,Sanjeev Singh,GURDASPUR,IND,1,Graduate Professional,"Rs 11,38,85,000  ~ 11 Crore+","Rs 40,00,000  ~ 40 Lacs+",1,1,113885000.0,4000000.0,Graduate,Independent
6654,Sanjib Chatterjee,BARASAT,All India Forward Bloc,2,12th Pass,,,2,1,,,12th Pass,Regional
6655,Sanjib Dey,MEDINIPUR,IND,0,10th Pass,"Rs 13,056  ~ 13 Thou+",Rs 0  ~,0,0,13056.0,0.0,10th Pass,Independent
6656,Sanjit Biswas,KRISHNANAGAR,IND,0,Post Graduate,"Rs 10,13,163  ~ 10 Lacs+",Rs 0  ~,0,0,1013163.0,0.0,Post Graduate,Independent
6657,Sanjiv Kumar,HAMIRPUR,Spashtwadi Jan Aadhar Party,0,Graduate,,,0,0,,,Graduate,Regional
6658,Sanjna Jatav,BHARATPUR (SC),INC,0,Graduate,"Rs 23,10,193  ~ 23 Lacs+","Rs 7,15,340  ~ 7 Lacs+",0,0,2310193.0,715340.0,Graduate,National
6659,Sanjog Bhiku Waghere Patil,MAVAL,ShivSena (Uddhav Balasaheb Thackeray),3,10th Pass,"Rs 18,40,99,609  ~ 18 Crore+","Rs 2,98,32,822  ~ 2 Crore+",3,1,184099609.0,29832822.0,10th Pass,Regional
6660,Sanjog Patil,MAVAL,IND,0,Graduate,,,0,0,,,Graduate,Independent
6661,Sanjoy (Rana) Chanda,KOLKATA DAKSHIN,Kisan Mazdoor Sangharsh Party,0,12th Pass,"Rs 54,664  ~ 54 Thou+",Rs 0  ~,0,0,54664.0,0.0,12th Pass,Regional
6662,Sanju Maruti Pawar,MUMBAI NORTH - EAST,Maharashtra Vikas Aghadi,0,Graduate,"Rs 1,52,58,000  ~ 1 Crore+","Rs 12,00,000  ~ 12 Lacs+",0,0,15258000.0,1200000.0,Graduate,Regional
6663,Sankar Das,JAGATSINGHPUR (SC),IND,1,Graduate,,,1,1,,,Graduate,Independent
6664,Sankaran. S,KARUR,BSP,0,10th Pass,"Rs 9,44,045  ~ 9 Lacs+",Rs 0  ~,0,0,944045.0,0.0,10th Pass,National
6665,Sankaranarayanan N,VIRUDHUNAGAR,IND,0,Others,"Rs 4,59,940  ~ 4 Lacs+",Rs 0  ~,0,0,459940.0,0.0,Other,Independent
6666,Sankarapandi M.P.,MADURAI,IND,0,5th Pass,,,0,0,,,5th Pass,Independent
6667,Sankhat Vikrambhai Visabhai,AMRELI,Global Republican Party,1,10th Pass,"Rs 15,70,000  ~ 15 Lacs+",Rs 0  ~,1,1,1570000.0,0.0,10th Pass,Regional
6668,Sant Dharamveer Chotivala,SONIPAT,IND,0,Graduate,"Rs 13,08,03,000  ~ 13 Crore+","Rs 5,00,000  ~ 5 Lacs+",0,0,130803000.0,500000.0,Graduate,Independent
6669,Sant Sewak,GURDASPUR,IND,0,12th Pass,,,0,0,,,12th Pass,Independent
6670,Santanu Kumar Das,PURI,BSP,0,Doctorate,"Rs 1,41,98,700  ~ 1 Crore+","Rs 30,00,000  ~ 30 Lacs+",0,0,14198700.0,3000000.0,Post Graduate,National
6671,Santanu Mandal,DUM DUM,Democratic Socialist Party of India,0,Graduate,"Rs 11,15,116  ~ 11 Lacs+",Rs 0  ~,0,0,1115116.0,0.0,Graduate,Regional
6672,Santanu Mukherjee,NAGAON,Bharatiya Gana Parishad,0,Graduate,,,0,0,,,Graduate,Regional
6673,Santanu Roy,KOLKATA DAKSHIN,IND,0,12th Pass,"Rs 1,00,79,896  ~ 1 Crore+",Rs 0  ~,0,0,10079896.0,0.0,12th Pass,Independent
6674,Santhakumar N,KANNIYAKUMARI,IND,0,Graduate,"Rs 1,79,04,955  ~ 1 Crore+",Rs 0  ~,0,0,17904955.0,0.0,Graduate,Independent
6675,Santhalingam C,SALEM,IND,0,Graduate Professional,,,0,0,,,Graduate,Independent
6676,Santhosh B.N,HASSAN,IND,0,12th Pass,"Rs 1,58,247  ~ 1 Lacs+",Rs 0  ~,0,0,158247.0,0.0,12th Pass,Independent
6677,Santhosh K,ATTINGAL,IND,0,10th Pass,"Rs 35,56,364  ~ 35 Lacs+","Rs 2,59,000  ~ 2 Lacs+",0,0,3556364.0,259000.0,10th Pass,Independent
6678,Santhosh Kumar. V,KANCHEEPURAM (SC),Naam Tamilar Katchi,1,Graduate Professional,,,1,1,,,Graduate,Regional
6679,Santhosh M,BANGALORE NORTH,Uttama Prajaakeeya Party,0,Graduate,"Rs 12,14,600  ~ 12 Lacs+",Rs 0  ~,0,0,1214600.0,0.0,Graduate,Regional
6680,Santhosh M,THANJAVUR,IND,0,12th Pass,"Rs 12,47,119  ~ 12 Lacs+",Rs 0  ~,0,0,1247119.0,0.0,12th Pass,Independent
6681,Santhosh Palathumpadan,MAVELIKKARA (SC),BSP,0,10th Pass,,,0,0,,,10th Pass,National
6682,Santhosh Pulickal,KOTTAYAM,IND,1,10th Pass,"Rs 1,85,515  ~ 1 Lacs+","Rs 40,000  ~ 40 Thou+",1,1,185515.0,40000.0,10th Pass,Independent
6683,Santhosh Rai,UJIARPUR,Rashtriya Jansambhavna Party,1,Post Graduate,"Rs 60,000  ~ 60 Thou+",Rs 0  ~,1,1,60000.0,0.0,Post Graduate,Regional
6684,Santilata Chattar,MAYURBHANJ (ST),IND,0,10th Pass,,,0,0,,,10th Pass,Independent
6685,Santojoy Tripura,TRIPURA EAST (ST),IND,0,10th Pass,"Rs 76,663  ~ 76 Thou+",Rs 0  ~,0,0,76663.0,0.0,10th Pass,Independent
6686,Santosh,SAMBHAL,Kisan Kranti Dal,2,8th Pass,"Rs 47,40,000  ~ 47 Lacs+",Rs 0  ~,2,1,4740000.0,0.0,8th Pass,Regional
6687,Santosh Bhikaji Bhalerao,THANE,BSP,0,Post Graduate,,,0,0,,,Post Graduate,National
6688,Santosh Bhimrao Ingle,BULDHANA,Republican Party of India (A),0,Literate,"Rs 35,500  ~ 35 Thou+",Rs 0  ~,0,0,35500.0,0.0,Below 5th,Regional
6689,Santosh Biswas,BAHARAMPUR,BSP,0,Graduate,"Rs 2,49,840  ~ 2 Lacs+",Rs 0  ~,0,0,249840.0,0.0,Graduate,National
6690,Santosh Darchand Banjare,MAHASAMUND,IND,0,12th Pass,,,0,0,,,12th Pass,Independent
6691,Santosh Ganpat Ambulge,MUMBAI NORTH - CENTRAL,Vanchit Bahujan Aaghadi,0,8th Pass,"Rs 2,16,92,800  ~ 2 Crore+","Rs 3,87,200  ~ 3 Lacs+",0,0,21692800.0,387200.0,8th Pass,Regional
6692,Santosh Ganpati Bisure,KOLHAPUR,Apni Prajahit Party,0,5th Pass,"Rs 53,76,417  ~ 53 Lacs+","Rs 2,00,000  ~ 2 Lacs+",0,0,5376417.0,200000.0,5th Pass,Regional
6693,Santosh Jura,SUNDARGARH (ST),Naba Bharata Nirmana Seva Party,1,8th Pass,,,1,1,,,8th Pass,Regional
6694,Santosh Kaur,GURDASPUR,IND,0,12th Pass,"Rs 84,18,115  ~ 84 Lacs+","Rs 1,00,000  ~ 1 Lacs+",0,0,8418115.0,100000.0,12th Pass,Independent
6695,Santosh Kerba Khot,HATKANANGALE,Kamgaar Kisan Party,0,Others,"Rs 36,52,500  ~ 36 Lacs+",Rs 0  ~,0,0,3652500.0,0.0,Other,Regional
6696,Santosh Kumar,LUDHIANA,Bharatiya Inqalab Party,1,8th Pass,,,1,1,,,8th Pass,Regional
6697,Santosh Kumar,SASARAM (SC),BSP,0,12th Pass,"Rs 4,53,50,000  ~ 4 Crore+","Rs 5,00,000  ~ 5 Lacs+",0,0,45350000.0,500000.0,12th Pass,National
6698,Santosh Kumar,HAMIRPUR,IND,0,Post Graduate,"Rs 5,42,146  ~ 5 Lacs+",Rs 0  ~,0,0,542146.0,0.0,Post Graduate,Independent
6699,Santosh Kumar,CHANDAULI,IND,0,Graduate,,,0,0,,,Graduate,Independent
6700,Santosh Kumar,PURNIA,JD(U),0,12th Pass,"Rs 8,80,37,133  ~ 8 Crore+","Rs 1,63,10,012  ~ 1 Crore+",0,0,88037133.0,16310012.0,12th Pass,Regional
6701,Santosh Kumar Bidika,KORAPUT (ST),Republican Party of India (A),0,10th Pass,"Rs 2,50,000  ~ 2 Lacs+",Rs 0  ~,0,0,250000.0,0.0,10th Pass,Regional
6702,Santosh Kumar Das,JAMUI (SC),SUCI(C),0,Literate,,,0,0,,,Below 5th,Regional
6703,Santosh Kumar Gupta,GHOSI,Janlok Vikas Party,0,Post Graduate,"Rs 1,77,04,591  ~ 1 Crore+",Rs 0  ~,0,0,17704591.0,0.0,Post Graduate,Regional
6704,Santosh Kumar Jaiswal,RANCHI,IND,0,Graduate,"Rs 5,60,000  ~ 5 Lacs+",Rs 256  ~ 2 Hund+,0,0,560000.0,256.0,Graduate,Independent
6705,Santosh Kumar Kharwar,SASARAM (SC),Bhartiya Gandhiwadi Party,1,Graduate,,,1,1,,,Graduate,Regional
6706,Santosh Kumar Kushwaha,JABALPUR,IND,1,12th Pass,"Rs 20,000  ~ 20 Thou+",Rs 0  ~,1,1,20000.0,0.0,12th Pass,Independent
6707,Santosh Kumar Markande,DURG,IND,0,10th Pass,"Rs 20,67,500  ~ 20 Lacs+",Rs 0  ~,0,0,2067500.0,0.0,10th Pass,Independent
6708,Santosh Kumar Mishra,BHUBANESWAR,IND,0,10th Pass,,,0,0,,,10th Pass,Independent
6709,Santosh Kumar Patra,KENDRAPARA,IND,0,12th Pass,"Rs 4,92,317  ~ 4 Lacs+",Rs 0  ~,0,0,492317.0,0.0,12th Pass,Independent
6710,Santosh Kumar Sahu,BERHAMPUR,All India Forward Bloc,0,Graduate Professional,"Rs 15,06,000  ~ 15 Lacs+",Rs 0  ~,0,0,1506000.0,0.0,Graduate,Regional
6711,Santosh Kumari,GURDASPUR,Megh Desham Party,0,12th Pass,,,0,0,,,12th Pass,Regional
6712,Santosh Manik Rayban,MUMBAI NORTH - WEST,IND,0,12th Pass,"Rs 88,00,000  ~ 88 Lacs+","Rs 3,85,000  ~ 3 Lacs+",0,0,8800000.0,385000.0,12th Pass,Independent
6713,Santosh Pandey,RAJNANDGAON,BJP,1,Graduate Professional,"Rs 4,29,16,375  ~ 4 Crore+","Rs 32,29,688  ~ 32 Lacs+",1,1,42916375.0,3229688.0,Graduate,National
6714,Santosh Sharma,KORBA,IND,0,Post Graduate,,,0,0,,,Post Graduate,Independent
6715,Santosh Tulshiram Chavhan,NAGPUR,IND,0,Post Graduate,"Rs 86,26,621  ~ 86 Lacs+",Rs 0  ~,0,0,8626621.0,0.0,Post Graduate,Independent
6716,Santosh Ubale,MAVAL,Bhim Sena,0,8th Pass,Rs 83  ~,Rs 0  ~,0,0,83.0,0.0,8th Pass,Regional
6717,Santram,AMETHI,Samajhdar Party,0,Graduate,,,0,0,,,Graduate,Regional
6718,Santrupt Misra,CUTTACK,BJD,0,Doctorate,"Rs 4,82,21,02,948  ~ 482 Crore+","Rs 6,53,72,750  ~ 6 Crore+",0,0,4822102948.0,65372750.0,Post Graduate,Regional
6719,Sanuar Ali,JANGIPUR,Bharatheeya Jawan Kisan Party,0,8th Pass,"Rs 1,60,39,400  ~ 1 Crore+",Rs 0  ~,0,0,16039400.0,0.0,8th Pass,Regional
6720,Sanvidhan G Lokhande,RAMTEK (SC),Baliraja Party,0,Graduate,,,0,0,,,Graduate,Regional
6721,Sanyukta Kumari,NALANDA,IND,2,10th Pass,"Rs 3,73,60,000  ~ 3 Crore+",Rs 0  ~,2,1,37360000.0,0.0,10th Pass,Independent
6722,Sapavat Suman,SECUNDERABAD,IND,0,Post Graduate,"Rs 20,000  ~ 20 Thou+",Rs 0  ~,0,0,20000.0,0.0,Post Graduate,Independent
6723,Saptagiri Sankar Ulaka,KORAPUT (ST),INC,0,Graduate Professional,,,0,0,,,Graduate,National
6724,Sara Yadagiri Goud,MEDAK,Praja Velugu Party,0,5th Pass,"Rs 2,25,000  ~ 2 Lacs+",Rs 0  ~,0,0,225000.0,0.0,5th Pass,Regional
6725,Sarabjeet Singh Khalsa,FARIDKOT (SC),IND,0,10th Pass,"Rs 1,08,08,400  ~ 1 Crore+","Rs 5,75,000  ~ 5 Lacs+",0,0,10808400.0,575000.0,10th Pass,Independent
6726,Sarabjit Singh,KHADOOR SAHIB,IND,0,Graduate,,,0,0,,,Graduate,Independent
6727,Sarabjit Singh Khalsa,JALANDHAR (SC),Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),1,12th Pass,"Rs 40,000  ~ 40 Thou+","Rs 53,000  ~ 53 Thou+",1,1,40000.0,53000.0,12th Pass,Regional
6728,Sarade Ganesh Navnath,MADHA,IND,0,12th Pass,"Rs 85,000  ~ 85 Thou+","Rs 2,50,000  ~ 2 Lacs+",0,0,85000.0,250000.0,12th Pass,Independent
6729,Saraf Tulasi Gupta,HYDERABAD,Praja Ektha Party,0,Graduate,,,0,0,,,Graduate,Regional
6730,Sarah Fathima,CHENNAI NORTH,IND,0,Post Graduate,"Rs 1,90,000  ~ 1 Lacs+","Rs 7,40,000  ~ 7 Lacs+",0,0,190000.0,740000.0,Post Graduate,Independent
6731,Sararapu Srisailam,SECUNDERABAD,Telangana Rajya Samithi,1,12th Pass,"Rs 11,05,114  ~ 11 Lacs+",Rs 0  ~,1,1,1105114.0,0.0,12th Pass,Regional
6732,Saravan Singh,BASIRHAT,IND,1,Graduate Professional,,,1,1,,,Graduate,Independent
6733,Saravanakumar A,KRISHNAGIRI,IND,0,8th Pass,"Rs 10,80,000  ~ 10 Lacs+",Rs 0  ~,0,0,1080000.0,0.0,8th Pass,Independent
6734,Saravanan K.K.,MADURAI,IND,0,Others,"Rs 93,500  ~ 93 Thou+","Rs 48,000  ~ 48 Thou+",0,0,93500.0,48000.0,Other,Independent
6735,Saravanan M,THANJAVUR,IND,0,Graduate Professional,,,0,0,,,Graduate,Independent
6736,Saravanan N,KANNIYAKUMARI,Samaniya Makkal Nala Katchi,0,Others,"Rs 28,200  ~ 28 Thou+",Rs 0  ~,0,0,28200.0,0.0,Other,Regional
6737,Saravanan P,MADURAI,AIADMK,1,Graduate Professional,"Rs 18,34,01,717  ~ 18 Crore+","Rs 1,52,96,130  ~ 1 Crore+",1,1,183401717.0,15296130.0,Graduate,Regional
6738,Sarbananda Sonowal,DIBRUGARH,BJP,0,Graduate Professional,,,0,0,,,Graduate,National
6739,Sarbeswar Behera,BHADRAK (SC),IND,0,10th Pass,"Rs 23,87,000  ~ 23 Lacs+",Rs 0  ~,0,0,2387000.0,0.0,10th Pass,Independent
6740,Sardar Khan Pappu,TEHRI GARHWAL,IND,0,8th Pass,"Rs 33,40,000  ~ 33 Lacs+",Rs 0  ~,0,0,3340000.0,0.0,8th Pass,Independent
6741,Sarfaraj Alam,MADHUBANI,Akhil Bhartiya Parivar Party,0,Graduate Professional,,,0,0,,,Graduate,Regional
6742,Sarfaraz Ahmad,JAUNPUR,IND,0,Post Graduate,"Rs 12,75,000  ~ 12 Lacs+",Rs 0  ~,0,0,1275000.0,0.0,Post Graduate,Independent
6743,Sarika Dabral,MUMBAI NORTH - WEST,India Greens Party,0,Post Graduate,"Rs 37,87,363  ~ 37 Lacs+","Rs 71,977  ~ 71 Thou+",0,0,3787363.0,71977.0,Post Graduate,Regional
6744,Sarika Singh Baghel,ETAWAH (SC),BSP,0,Post Graduate,,,0,0,,,Post Graduate,National
6745,Sarjerao Nivrutti Khandare,HINGOLI,IND,0,12th Pass,"Rs 20,000  ~ 20 Thou+",Rs 0  ~,0,0,20000.0,0.0,12th Pass,Independent
6746,Sarjerao Sahare,HOSHANGABAD,IND,0,Post Graduate,"Rs 1,37,21,946  ~ 1 Crore+",Rs 0  ~,0,0,13721946.0,0.0,Post Graduate,Independent
6747,Sarju Prasad,TIKAMGARH (SC),IND,0,10th Pass,,,0,0,,,10th Pass,Independent
6748,Sarkar Mangal,SREERAMPUR,Bahujan Maha Party,0,8th Pass,"Rs 54,000  ~ 54 Thou+",Rs 0  ~,0,0,54000.0,0.0,8th Pass,Regional
6749,Sarmistha Sethi,JAJPUR (SC),BJD,0,Post Graduate,"Rs 4,67,18,443  ~ 4 Crore+","Rs 39,02,539  ~ 39 Lacs+",0,0,46718443.0,3902539.0,Post Graduate,Regional
6750,Saroj Chaudhary,DARBHANGA,Mithilanchal Mukti Morcha,0,10th Pass,,,0,0,,,10th Pass,Regional
6751,Saroj Kumar Chaudhary,MUZAFFARPUR,IND,0,12th Pass,"Rs 95,392  ~ 95 Thou+",Rs 0  ~,0,0,95392.0,0.0,12th Pass,Independent
